time,heat_load
2.871e+05 sec,5780.461384
2.874e+05 sec,5780.925634
2.877e+05 sec,5779.953106
2.88e+05 sec,5761.648178
2.883e+05 sec,5775.328186
2.886e+05 sec,5830.552146
2.889e+05 sec,5786.973551
2.892e+05 sec,5767.258037
2.895e+05 sec,5745.694845
2.898e+05 sec,5747.682209
2.901e+05 sec,5754.591891
2.904e+05 sec,5718.428742
2.907e+05 sec,5688.198308
2.91e+05 sec,5729.301203
2.913e+05 sec,5757.452338
2.916e+05 sec,5708.023136
2.919e+05 sec,5773.583394
2.922e+05 sec,5856.628504
2.925e+05 sec,5844.802727
2.928e+05 sec,5950.537796
2.931e+05 sec,5965.326071
2.934e+05 sec,5841.705689
2.937e+05 sec,5745.469367
2.94e+05 sec,5701.303158
2.943e+05 sec,5760.392288
2.946e+05 sec,5726.43061
2.949e+05 sec,5709.646147
2.952e+05 sec,5783.219742
2.955e+05 sec,5727.619939
2.958e+05 sec,5789.82925
2.961e+05 sec,5740.226075
2.964e+05 sec,5731.839131
2.967e+05 sec,5697.307792
2.97e+05 sec,5702.822201
2.973e+05 sec,5727.66915
2.976e+05 sec,5741.958527
2.979e+05 sec,5697.413782
2.982e+05 sec,5738.435216
2.985e+05 sec,5755.597808
2.988e+05 sec,5739.95773
2.991e+05 sec,5752.521154
2.994e+05 sec,5731.723388
2.997e+05 sec,5625.569946
3e+05 sec,3130.991564
3.003e+05 sec,3098.999689
3.006e+05 sec,3094.94816
3.009e+05 sec,3103.18478
3.012e+05 sec,3133.959079
3.015e+05 sec,3090.566715
3.018e+05 sec,3072.484575
3.021e+05 sec,3111.904538
3.024e+05 sec,3082.645689
3.027e+05 sec,3089.88889
3.03e+05 sec,3073.407646
3.033e+05 sec,3089.38764
3.036e+05 sec,3024.458206
3.039e+05 sec,3075.900064
3.042e+05 sec,3119.055526
3.045e+05 sec,3109.89797
3.048e+05 sec,3116.588393
3.051e+05 sec,3099.970902
3.054e+05 sec,3111.809623
3.057e+05 sec,3093.521387
3.06e+05 sec,3117.104809
3.063e+05 sec,3087.061175
3.066e+05 sec,3095.999518
3.069e+05 sec,3092.993288
3.072e+05 sec,3077.171504
3.075e+05 sec,3093.116658
3.078e+05 sec,3133.178276
3.081e+05 sec,3093.718582
3.084e+05 sec,3120.528496
3.087e+05 sec,3148.032773
3.09e+05 sec,3198.12827
3.093e+05 sec,3204.846242
3.096e+05 sec,3156.341323
3.099e+05 sec,3214.083692
3.102e+05 sec,3131.369287
3.105e+05 sec,3135.109598
3.108e+05 sec,3137.336884
3.111e+05 sec,3107.601476
3.114e+05 sec,3125.54285
3.117e+05 sec,3131.346358
3.12e+05 sec,3082.874537
3.123e+05 sec,3040.4988
3.126e+05 sec,3049.425799
3.129e+05 sec,3042.220296
3.132e+05 sec,3042.886068
3.135e+05 sec,3037.568215
3.138e+05 sec,4083.227217
3.141e+05 sec,4113.368169
3.144e+05 sec,6081.482714
3.147e+05 sec,6065.895617
3.15e+05 sec,6088.49631
3.153e+05 sec,6072.177256
3.156e+05 sec,6061.127918
3.159e+05 sec,6064.377643
3.162e+05 sec,6060.562662
3.165e+05 sec,6045.619243
3.168e+05 sec,6062.526512
3.171e+05 sec,6066.584671
3.174e+05 sec,6089.804646
3.177e+05 sec,6156.07108
3.18e+05 sec,6194.544466
3.183e+05 sec,6103.396318
3.186e+05 sec,6049.495447
3.189e+05 sec,6068.045722
3.192e+05 sec,6069.441697
3.195e+05 sec,6055.191726
3.198e+05 sec,6037.387487
3.201e+05 sec,6076.437542
3.204e+05 sec,6068.412253
3.207e+05 sec,6077.753565
3.21e+05 sec,6067.992184
3.213e+05 sec,6037.414363
3.216e+05 sec,6084.645605
3.219e+05 sec,6038.05168
3.222e+05 sec,6022.676373
3.225e+05 sec,6012.264843
3.228e+05 sec,5988.941563
3.231e+05 sec,5958.056579
3.234e+05 sec,6019.087333
3.237e+05 sec,6102.731017
3.24e+05 sec,6068.362847
3.243e+05 sec,6029.773407
3.246e+05 sec,6063.346494
3.249e+05 sec,6006.762711
3.252e+05 sec,6065.786106
3.255e+05 sec,6059.712081
3.258e+05 sec,6067.800011
3.261e+05 sec,6042.698182
3.264e+05 sec,6108.605719
3.267e+05 sec,6149.014195
3.27e+05 sec,6070.823941
3.273e+05 sec,6044.452095
3.276e+05 sec,5979.598451
3.279e+05 sec,5955.629692
3.282e+05 sec,6042.113623
3.285e+05 sec,6084.921836
3.288e+05 sec,6133.693346
3.291e+05 sec,6036.29664
3.294e+05 sec,6044.655183
3.297e+05 sec,6187.170938
3.3e+05 sec,6206.228648
3.303e+05 sec,6159.355872
3.306e+05 sec,6287.97177
3.309e+05 sec,6178.517383
3.312e+05 sec,6120.989835
3.315e+05 sec,6213.571529
3.318e+05 sec,6206.369042
3.321e+05 sec,6113.103278
3.324e+05 sec,6042.770473
3.327e+05 sec,6013.10495
3.33e+05 sec,6000.881522
3.333e+05 sec,5994.370025
3.336e+05 sec,5998.271002
3.339e+05 sec,6016.05428
3.342e+05 sec,6108.494383
3.345e+05 sec,6126.165876
3.348e+05 sec,6126.351201
3.351e+05 sec,6154.651337
3.354e+05 sec,6153.149121
3.357e+05 sec,6114.416308
3.36e+05 sec,6131.785868
3.363e+05 sec,6089.284032
3.366e+05 sec,6156.815137
3.369e+05 sec,6203.692664
3.372e+05 sec,6176.018416
3.375e+05 sec,6166.929201
3.378e+05 sec,6231.154009
3.381e+05 sec,6257.927174
3.384e+05 sec,6310.843185
3.387e+05 sec,6294.81822
3.39e+05 sec,6376.803389
3.393e+05 sec,6362.5267
3.396e+05 sec,6359.548256
3.399e+05 sec,6339.545901
3.402e+05 sec,6385.195004
3.405e+05 sec,6403.796232
3.408e+05 sec,6322.919293
3.411e+05 sec,6305.286943
3.414e+05 sec,6323.946671
3.417e+05 sec,2.248794212
3.42e+05 sec,-6.172498691
3.423e+05 sec,6362.820099
3.426e+05 sec,6357.121866
3.429e+05 sec,6339.894504
3.432e+05 sec,6301.422362
3.435e+05 sec,6305.644796
3.438e+05 sec,6352.560328
3.441e+05 sec,6352.212603
3.444e+05 sec,6318.84307
3.447e+05 sec,6362.860134
3.45e+05 sec,6300.262077
3.453e+05 sec,6336.152218
3.456e+05 sec,6327.532038
3.459e+05 sec,6335.05612
3.462e+05 sec,6298.679072
3.465e+05 sec,6331.849479
3.468e+05 sec,6326.994995
3.471e+05 sec,6338.821737
3.474e+05 sec,6356.730306
3.477e+05 sec,6334.215699
3.48e+05 sec,6396.737415
3.483e+05 sec,6458.580439
3.486e+05 sec,6426.445301
3.489e+05 sec,6451.864848
3.492e+05 sec,6469.150475
3.495e+05 sec,6405.444361
3.498e+05 sec,3235.695281
3.501e+05 sec,3182.289117
3.504e+05 sec,3229.653118
3.507e+05 sec,3195.698446
3.51e+05 sec,3222.970576
3.513e+05 sec,3187.593275
3.516e+05 sec,3194.268073
3.519e+05 sec,3189.344957
3.522e+05 sec,3199.764633
3.525e+05 sec,3289.854046
3.528e+05 sec,3243.527377
3.531e+05 sec,3216.134874
3.534e+05 sec,3301.045419
3.537e+05 sec,3235.949316
3.54e+05 sec,3269.524828
3.543e+05 sec,3230.538625
3.546e+05 sec,3252.296478
3.549e+05 sec,3216.688577
3.552e+05 sec,3244.531769
3.555e+05 sec,3219.008629
3.558e+05 sec,3200.413946
3.561e+05 sec,3256.424687
3.564e+05 sec,3146.894751
3.567e+05 sec,3162.127185
3.57e+05 sec,3191.929995
3.573e+05 sec,3151.800905
3.576e+05 sec,3159.792937
3.579e+05 sec,3143.980279
3.582e+05 sec,3131.449802
3.585e+05 sec,3044.422457
3.588e+05 sec,3029.970421
3.591e+05 sec,3026.167319
3.594e+05 sec,3022.69713
3.597e+05 sec,-18.85332649
3.6e+05 sec,6630.167864
3.603e+05 sec,6562.393921
3.606e+05 sec,6577.756262
3.609e+05 sec,6485.565653
3.612e+05 sec,6435.87628
3.615e+05 sec,6434.220385
3.618e+05 sec,6447.853454
3.621e+05 sec,6421.465598
3.624e+05 sec,6395.570512
3.627e+05 sec,6438.718954
3.63e+05 sec,6438.284914
3.633e+05 sec,6401.367712
3.636e+05 sec,6394.251714
3.639e+05 sec,6370.321003
3.642e+05 sec,6419.480159
3.645e+05 sec,6444.649409
3.648e+05 sec,6468.942793
3.651e+05 sec,6570.680475
3.654e+05 sec,6558.196125
3.657e+05 sec,6461.914924
3.66e+05 sec,6541.025911
3.663e+05 sec,6492.338709
3.666e+05 sec,6463.483103
3.669e+05 sec,6519.095773
3.672e+05 sec,6679.98239
3.675e+05 sec,6580.80881
3.678e+05 sec,6545.756622
3.681e+05 sec,6479.314051
3.684e+05 sec,6493.002622
3.687e+05 sec,6497.254805
3.69e+05 sec,6610.648422
3.693e+05 sec,6647.888078
3.696e+05 sec,6501.845074
3.699e+05 sec,6508.971991
3.702e+05 sec,6470.970563
3.705e+05 sec,6496.933213
3.708e+05 sec,6508.668027
3.711e+05 sec,6503.930483
3.714e+05 sec,6572.826212
3.717e+05 sec,6556.740497
3.72e+05 sec,6558.011803
3.723e+05 sec,6468.639078
3.726e+05 sec,6492.143948
3.729e+05 sec,6530.112927
3.732e+05 sec,6523.81157
3.735e+05 sec,6499.331748
3.738e+05 sec,6559.373953
3.741e+05 sec,6596.041941
3.744e+05 sec,6669.627079
3.747e+05 sec,6714.326953
3.75e+05 sec,6727.203322
3.753e+05 sec,6783.246156
3.756e+05 sec,6760.493524
3.759e+05 sec,6798.367157
3.762e+05 sec,6809.433705
3.765e+05 sec,6780.517906
3.768e+05 sec,6769.464963
3.771e+05 sec,6768.808968
3.774e+05 sec,6756.082241
3.777e+05 sec,6775.200962
3.78e+05 sec,6831.405479
3.783e+05 sec,6801.408462
3.786e+05 sec,6840.570305
3.789e+05 sec,6756.341681
3.792e+05 sec,6781.877019
3.795e+05 sec,6811.694659
3.798e+05 sec,6836.32195
3.801e+05 sec,6796.085116
3.804e+05 sec,6761.503733
3.807e+05 sec,6788.647041
3.81e+05 sec,6739.841873
3.813e+05 sec,6784.394442
3.816e+05 sec,6806.944577
3.819e+05 sec,6837.020997
3.822e+05 sec,6848.357991
3.825e+05 sec,6791.191627
3.828e+05 sec,6793.425928
3.831e+05 sec,6794.497746
3.834e+05 sec,6805.630518
3.837e+05 sec,6831.353141
3.84e+05 sec,6796.862762
3.843e+05 sec,6784.259063
3.846e+05 sec,6782.496076
3.849e+05 sec,6805.291939
3.852e+05 sec,6811.574227
3.855e+05 sec,6829.62538
3.858e+05 sec,6808.767734
3.861e+05 sec,6811.650255
3.864e+05 sec,6788.281773
3.867e+05 sec,6833.385181
3.87e+05 sec,6787.824546
3.873e+05 sec,6788.719656
3.876e+05 sec,6837.736068
3.879e+05 sec,6832.810674
3.882e+05 sec,6853.451054
3.885e+05 sec,6802.507434
3.888e+05 sec,6848.482294
3.891e+05 sec,6860.162337
3.894e+05 sec,6802.760334
3.897e+05 sec,6828.670499
3.9e+05 sec,6813.835486
3.903e+05 sec,6785.536337
3.906e+05 sec,6708.922902
3.909e+05 sec,6785.204251
3.912e+05 sec,6822.539056
3.915e+05 sec,6800.798753
3.918e+05 sec,6717.601751
3.921e+05 sec,6761.306891
3.924e+05 sec,6753.061818
3.927e+05 sec,6745.870977
3.93e+05 sec,6720.399846
3.933e+05 sec,6709.140454
3.936e+05 sec,6705.648328
3.939e+05 sec,6758.437708
3.942e+05 sec,6784.022972
3.945e+05 sec,6768.054941
3.948e+05 sec,6706.385901
3.951e+05 sec,6760.574158
3.954e+05 sec,6741.663994
3.957e+05 sec,6759.400124
3.96e+05 sec,6758.58582
3.963e+05 sec,6717.834697
3.966e+05 sec,6710.135406
3.969e+05 sec,4581.455428
3.972e+05 sec,4584.964935
3.975e+05 sec,4619.407999
3.978e+05 sec,4606.798387
3.981e+05 sec,4610.515943
3.984e+05 sec,4614.964722
3.987e+05 sec,4613.447666
3.99e+05 sec,4630.142568
3.993e+05 sec,4610.479421
3.996e+05 sec,4596.94692
3.999e+05 sec,4586.826081
4.002e+05 sec,4613.256496
4.005e+05 sec,4595.772367
4.008e+05 sec,4555.661367
4.011e+05 sec,4563.317215
4.014e+05 sec,4569.536367
4.017e+05 sec,4580.001063
4.02e+05 sec,4551.105424
4.023e+05 sec,4551.076264
4.026e+05 sec,4547.919594
4.029e+05 sec,4540.81614
4.032e+05 sec,4540.314128
4.035e+05 sec,4561.613634
4.038e+05 sec,4567.036724
4.041e+05 sec,4643.852249
4.044e+05 sec,4580.309285
4.047e+05 sec,4580.52804
4.05e+05 sec,4624.644175
4.053e+05 sec,4657.190969
4.056e+05 sec,4711.021968
4.059e+05 sec,4689.592517
4.062e+05 sec,4695.389325
4.065e+05 sec,4701.229406
4.068e+05 sec,4634.031759
4.071e+05 sec,4692.80297
4.074e+05 sec,4704.068286
4.077e+05 sec,4704.98998
4.08e+05 sec,4700.707836
4.083e+05 sec,4643.143151
4.086e+05 sec,4666.339393
4.089e+05 sec,4687.561554
4.092e+05 sec,4666.924186
4.095e+05 sec,4691.309139
4.098e+05 sec,4665.362253
4.101e+05 sec,4677.902771
4.104e+05 sec,4660.982104
4.107e+05 sec,4655.774239
4.11e+05 sec,4664.065556
4.113e+05 sec,4631.221111
4.116e+05 sec,4632.498377
4.119e+05 sec,4619.588768
4.122e+05 sec,4630.279437
4.125e+05 sec,4608.645925
4.128e+05 sec,4598.636537
4.131e+05 sec,4537.00995
4.134e+05 sec,4538.258899
4.137e+05 sec,4492.848912
4.14e+05 sec,4481.280091
4.143e+05 sec,4500.881841
4.146e+05 sec,4467.138784
4.149e+05 sec,4483.610474
4.152e+05 sec,4514.136431
4.155e+05 sec,4522.980963
4.158e+05 sec,4598.809576
4.161e+05 sec,4643.884357
4.164e+05 sec,4651.814779
4.167e+05 sec,4674.709753
4.17e+05 sec,4694.746375
4.173e+05 sec,4765.017536
4.176e+05 sec,4808.338382
4.179e+05 sec,4736.27525
4.182e+05 sec,4647.544882
4.185e+05 sec,4609.633061
4.188e+05 sec,4579.545103
4.191e+05 sec,4605.20191
4.194e+05 sec,4584.400127
4.197e+05 sec,4521.013287
4.2e+05 sec,4528.204897
4.203e+05 sec,4580.319895
4.206e+05 sec,4535.025864
4.209e+05 sec,4602.441896
4.212e+05 sec,4521.862064
4.215e+05 sec,4562.899622
4.218e+05 sec,4578.28883
4.221e+05 sec,4588.178054
4.224e+05 sec,4614.817016
4.227e+05 sec,4585.501513
4.23e+05 sec,4576.341132
4.233e+05 sec,4547.675939
4.236e+05 sec,4516.003591
4.239e+05 sec,4474.513375
4.242e+05 sec,4544.31193
4.245e+05 sec,4575.493227
4.248e+05 sec,4538.196405
4.251e+05 sec,4560.059922
4.254e+05 sec,4541.783135
4.257e+05 sec,4516.622765
4.26e+05 sec,4551.595839
4.263e+05 sec,4481.61854
4.266e+05 sec,4510.595044
4.269e+05 sec,4491.88314
4.272e+05 sec,4521.985262
4.275e+05 sec,4597.839712
4.278e+05 sec,4677.715605
4.281e+05 sec,4751.735971
4.284e+05 sec,4745.001671
4.287e+05 sec,4752.334675
4.29e+05 sec,4767.53485
4.293e+05 sec,4785.871224
4.296e+05 sec,4782.408513
4.299e+05 sec,4781.055552
4.302e+05 sec,4708.062961
4.305e+05 sec,4694.1034
4.308e+05 sec,4624.452846
4.311e+05 sec,4612.823453
4.314e+05 sec,4557.907907
4.317e+05 sec,4576.224752
4.32e+05 sec,4589.946064
4.323e+05 sec,4563.226074
4.326e+05 sec,4542.739039
4.329e+05 sec,4567.929317
4.332e+05 sec,4536.421425
4.335e+05 sec,4516.042704
4.338e+05 sec,4509.49036
4.341e+05 sec,4505.475378
4.344e+05 sec,4486.101098
4.347e+05 sec,4494.354963
4.35e+05 sec,4462.814692
4.353e+05 sec,4454.478688
4.356e+05 sec,4480.078066
4.359e+05 sec,4506.091283
4.362e+05 sec,4433.858845
4.365e+05 sec,4404.420197
4.368e+05 sec,4436.702243
4.371e+05 sec,4424.062332
4.374e+05 sec,4430.979013
4.377e+05 sec,4443.676565
4.38e+05 sec,4432.617132
4.383e+05 sec,4417.893646
4.386e+05 sec,4414.142307
4.389e+05 sec,4381.826426
4.392e+05 sec,3395.71413
4.395e+05 sec,4390.142129
4.398e+05 sec,4411.87673
4.401e+05 sec,3409.895083
4.404e+05 sec,4451.967599
4.407e+05 sec,4453.559724
4.41e+05 sec,4416.870247
4.413e+05 sec,4406.766313
4.416e+05 sec,4409.98702
4.419e+05 sec,4371.998508
4.422e+05 sec,4387.512002
4.425e+05 sec,4348.959976
4.428e+05 sec,3392.39372
4.431e+05 sec,4356.639964
4.434e+05 sec,4366.357556
4.437e+05 sec,4339.852405
4.44e+05 sec,4361.994383
4.443e+05 sec,4338.746672
4.446e+05 sec,4329.497149
4.449e+05 sec,4325.600616
4.452e+05 sec,4389.462023
4.455e+05 sec,4439.38782
4.458e+05 sec,4408.879075
4.461e+05 sec,4359.571306
4.464e+05 sec,4363.393756
4.467e+05 sec,4359.440741
4.47e+05 sec,4347.491081
4.473e+05 sec,4329.074571
4.476e+05 sec,4332.523065
4.479e+05 sec,4402.227642
4.482e+05 sec,4395.271396
4.485e+05 sec,4363.176376
4.488e+05 sec,4447.773767
4.491e+05 sec,4408.495734
4.494e+05 sec,4404.733039
4.497e+05 sec,4419.546406
4.5e+05 sec,4205.769066
4.503e+05 sec,3222.298504
4.506e+05 sec,4260.607415
4.509e+05 sec,4269.535566
4.512e+05 sec,4268.862009
4.515e+05 sec,4205.875827
4.518e+05 sec,4208.170345
4.521e+05 sec,4158.971498
4.524e+05 sec,4195.676778
4.527e+05 sec,4220.82587
4.53e+05 sec,4243.788448
4.533e+05 sec,4211.53322
4.536e+05 sec,4157.278256
4.539e+05 sec,4130.929298
4.542e+05 sec,4104.269207
4.545e+05 sec,4065.408003
4.548e+05 sec,3996.486895
4.551e+05 sec,3940.525549
4.554e+05 sec,3955.921186
4.557e+05 sec,3928.249863
4.56e+05 sec,3959.862035
4.563e+05 sec,3886.29717
4.566e+05 sec,3915.563437
4.569e+05 sec,3957.878564
4.572e+05 sec,3945.018819
4.575e+05 sec,3940.959824
4.578e+05 sec,3936.106029
4.581e+05 sec,3951.334053
4.584e+05 sec,2958.52731
4.587e+05 sec,3948.584219
4.59e+05 sec,3932.255714
4.593e+05 sec,3949.500647
4.596e+05 sec,3939.30052
4.599e+05 sec,3937.022996
4.602e+05 sec,3952.452736
4.605e+05 sec,3962.046128
4.608e+05 sec,4046.006536
4.611e+05 sec,4132.015089
4.614e+05 sec,4097.45759
4.617e+05 sec,3977.288483
4.62e+05 sec,3921.320497
4.623e+05 sec,3951.186306
4.626e+05 sec,4018.148152
4.629e+05 sec,6091.067577
4.632e+05 sec,6109.603466
4.635e+05 sec,6101.357844
4.638e+05 sec,6105.340216
4.641e+05 sec,6147.129869
4.644e+05 sec,6134.174558
4.647e+05 sec,6099.074705
4.65e+05 sec,5993.598735
4.653e+05 sec,5964.750578
4.656e+05 sec,5927.756877
4.659e+05 sec,5951.475454
4.662e+05 sec,5899.551241
4.665e+05 sec,5915.767672
4.668e+05 sec,5902.382756
4.671e+05 sec,5842.920512
4.674e+05 sec,5839.521499
4.677e+05 sec,5877.820094
4.68e+05 sec,5946.826287
4.683e+05 sec,6001.181649
4.686e+05 sec,6037.599646
4.689e+05 sec,5999.839346
4.692e+05 sec,5947.922175
4.695e+05 sec,5943.723469
4.698e+05 sec,5886.120141
4.701e+05 sec,5946.507348
4.704e+05 sec,5922.390257
4.707e+05 sec,5860.297717
4.71e+05 sec,5904.301269
4.713e+05 sec,5921.635216
4.716e+05 sec,5878.266425
4.719e+05 sec,5923.367653
4.722e+05 sec,5932.368779
4.725e+05 sec,5929.383552
4.728e+05 sec,5931.4038
4.731e+05 sec,5930.279401
4.734e+05 sec,5952.467024
4.737e+05 sec,6029.800909
4.74e+05 sec,6155.534971
4.743e+05 sec,6104.50665
4.746e+05 sec,6139.66097
4.749e+05 sec,6215.186505
4.752e+05 sec,6155.652804
4.755e+05 sec,6185.490624
4.758e+05 sec,6188.69982
4.761e+05 sec,6171.811251
4.764e+05 sec,6204.276417
4.767e+05 sec,6209.837094
4.77e+05 sec,6217.675377
4.773e+05 sec,6269.205796
4.776e+05 sec,6229.736743
4.779e+05 sec,6240.699922
4.782e+05 sec,6254.263434
4.785e+05 sec,6265.831617
4.788e+05 sec,6257.041
4.791e+05 sec,6282.4022
4.794e+05 sec,6239.349932
4.797e+05 sec,6269.772186
4.8e+05 sec,6250.291494
4.803e+05 sec,6296.808088
4.806e+05 sec,6285.562952
4.809e+05 sec,6269.609107
4.812e+05 sec,6272.556738
4.815e+05 sec,6278.572393
4.818e+05 sec,6264.131253
4.821e+05 sec,6271.403719
4.824e+05 sec,6267.450677
4.827e+05 sec,6228.337492
4.83e+05 sec,6253.47264
4.833e+05 sec,6263.098119
4.836e+05 sec,6286.27051
4.839e+05 sec,6282.395227
4.842e+05 sec,6235.693229
4.845e+05 sec,6273.802904
4.848e+05 sec,6225.652078
4.851e+05 sec,6271.425809
4.854e+05 sec,6279.646328
4.857e+05 sec,6315.976707
4.86e+05 sec,6302.055047
4.863e+05 sec,6254.199932
4.866e+05 sec,6264.27911
4.869e+05 sec,6297.115036
4.872e+05 sec,6321.551046
4.875e+05 sec,6294.346029
4.878e+05 sec,6273.698176
4.881e+05 sec,6284.582159
4.884e+05 sec,6294.115587
4.887e+05 sec,6345.683086
4.89e+05 sec,6373.305503
4.893e+05 sec,6412.976671
4.896e+05 sec,6333.635938
4.899e+05 sec,6375.389486
4.902e+05 sec,6361.144895
4.905e+05 sec,6309.242479
4.908e+05 sec,6316.448338
4.911e+05 sec,6185.504598
4.914e+05 sec,6186.100651
4.917e+05 sec,6213.394403
4.92e+05 sec,6231.925978
4.923e+05 sec,6249.310805
4.926e+05 sec,6262.548917
4.929e+05 sec,6274.738931
4.932e+05 sec,6255.029196
4.935e+05 sec,6268.080465
4.938e+05 sec,6291.079412
4.941e+05 sec,6302.237522
4.944e+05 sec,6289.63437
4.947e+05 sec,6326.023053
4.95e+05 sec,4190.455926
4.953e+05 sec,3116.931856
4.956e+05 sec,3118.389268
4.959e+05 sec,4216.635457
4.962e+05 sec,4220.237288
4.965e+05 sec,4155.897432
4.968e+05 sec,4135.616301
4.971e+05 sec,4118.474233
4.974e+05 sec,4169.026045
4.977e+05 sec,4168.282483
4.98e+05 sec,4201.547626
4.983e+05 sec,4194.239334
4.986e+05 sec,4245.792021
4.989e+05 sec,4251.169462
4.992e+05 sec,4307.799403
4.995e+05 sec,4269.001704
4.998e+05 sec,4274.850062
5.001e+05 sec,4259.948163
5.004e+05 sec,4314.057287
5.007e+05 sec,4313.620167
5.01e+05 sec,4257.062149
5.013e+05 sec,4316.067001
5.016e+05 sec,4272.544332
5.019e+05 sec,4318.019231
5.022e+05 sec,4309.459355
5.025e+05 sec,4285.005615
5.028e+05 sec,4292.343607
5.031e+05 sec,4356.961622
5.034e+05 sec,4365.54346
5.037e+05 sec,4364.227228
5.04e+05 sec,4344.288886
5.043e+05 sec,4360.253039
5.046e+05 sec,4388.560264
5.049e+05 sec,4386.403627
5.052e+05 sec,4408.370428
5.055e+05 sec,4430.859252
5.058e+05 sec,4388.450037
5.061e+05 sec,4396.027916
5.064e+05 sec,4423.684432
5.067e+05 sec,4438.790471
5.07e+05 sec,4408.568383
5.073e+05 sec,4446.005402
5.076e+05 sec,4485.701758
5.079e+05 sec,4400.346478
5.082e+05 sec,4449.935365
5.085e+05 sec,4469.185702
5.088e+05 sec,4418.132761
5.091e+05 sec,4441.335301
5.094e+05 sec,4479.507739
5.097e+05 sec,4497.14417
5.1e+05 sec,4408.644875
5.103e+05 sec,4413.681886
5.106e+05 sec,4392.39211
5.109e+05 sec,4429.121349
5.112e+05 sec,4409.278158
5.115e+05 sec,4399.997304
5.118e+05 sec,4489.83163
5.121e+05 sec,4468.976092
5.124e+05 sec,4441.575455
5.127e+05 sec,4412.299397
5.13e+05 sec,4367.821668
5.133e+05 sec,4408.472813
5.136e+05 sec,4424.409105
5.139e+05 sec,4360.953067
5.142e+05 sec,4400.645069
5.145e+05 sec,4485.383388
5.148e+05 sec,4374.866004
5.151e+05 sec,4392.677496
5.154e+05 sec,4378.490827
5.157e+05 sec,4378.690314
5.16e+05 sec,4353.503295
5.163e+05 sec,4380.099967
5.166e+05 sec,4382.04266
5.169e+05 sec,4383.720941
5.172e+05 sec,4358.41308
5.175e+05 sec,4359.446
5.178e+05 sec,4397.86412
5.181e+05 sec,4343.357111
5.184e+05 sec,4312.888381
5.187e+05 sec,4359.542013
5.19e+05 sec,4348.604245
5.193e+05 sec,4371.896462
5.196e+05 sec,4380.419628
5.199e+05 sec,4377.882428
5.202e+05 sec,4410.009226
5.205e+05 sec,4318.492737
5.208e+05 sec,4332.63418
5.211e+05 sec,4367.409241
5.214e+05 sec,4373.877703
5.217e+05 sec,4388.237998
5.22e+05 sec,4382.861332
5.223e+05 sec,4395.198392
5.226e+05 sec,4401.96081
5.229e+05 sec,4418.711483
5.232e+05 sec,4332.76228
5.235e+05 sec,4328.443484
5.238e+05 sec,4276.206039
5.241e+05 sec,4328.894153
5.244e+05 sec,4322.139396
5.247e+05 sec,4340.67295
5.25e+05 sec,4350.370914
5.253e+05 sec,4336.653233
5.256e+05 sec,4370.304111
5.259e+05 sec,4425.511248
5.262e+05 sec,4384.456871
5.265e+05 sec,4372.462782
5.268e+05 sec,4379.356805
5.271e+05 sec,4347.882926
5.274e+05 sec,4342.313593
5.277e+05 sec,4313.764871
5.28e+05 sec,4372.035228
5.283e+05 sec,4324.381172
5.286e+05 sec,4349.828895
5.289e+05 sec,4309.403998
5.292e+05 sec,4293.28131
5.295e+05 sec,4319.893561
5.298e+05 sec,4323.961245
5.301e+05 sec,4311.346422
5.304e+05 sec,4308.007337
5.307e+05 sec,4333.818315
5.31e+05 sec,4286.155697
5.313e+05 sec,4265.4883
5.316e+05 sec,4287.686855
5.319e+05 sec,4255.919616
5.322e+05 sec,4284.115588
5.325e+05 sec,4233.535644
5.328e+05 sec,4270.759703
5.331e+05 sec,4262.744107
5.334e+05 sec,4241.537065
5.337e+05 sec,4246.764836
5.34e+05 sec,4247.183728
5.343e+05 sec,4246.214478
5.346e+05 sec,4238.183471
5.349e+05 sec,4157.260073
5.352e+05 sec,4216.334904
5.355e+05 sec,4160.347048
5.358e+05 sec,4230.638581
5.361e+05 sec,4252.444889
5.364e+05 sec,4172.842386
5.367e+05 sec,4202.96808
5.37e+05 sec,4231.772539
5.373e+05 sec,4196.45714
5.376e+05 sec,4247.028084
5.379e+05 sec,4252.780172
5.382e+05 sec,3199.107438
5.385e+05 sec,3197.10753
5.388e+05 sec,3152.82319
5.391e+05 sec,3196.379653
5.394e+05 sec,4201.755158
5.397e+05 sec,4228.891091
5.4e+05 sec,4181.660164
5.403e+05 sec,4190.86778
5.406e+05 sec,4263.910327
5.409e+05 sec,4309.146748
5.412e+05 sec,4211.834069
5.415e+05 sec,4268.928945
5.418e+05 sec,4216.651233
5.421e+05 sec,4341.325401
5.424e+05 sec,4323.657061
5.427e+05 sec,4338.070305
5.43e+05 sec,4364.033278
5.433e+05 sec,4312.216433
5.436e+05 sec,4357.607561
5.439e+05 sec,4364.264807
5.442e+05 sec,4400.785153
5.445e+05 sec,4376.318358
5.448e+05 sec,4485.735437
5.451e+05 sec,4383.860068
5.454e+05 sec,4246.693679
5.457e+05 sec,4127.054556
5.46e+05 sec,4215.981652
5.463e+05 sec,4307.83357
5.466e+05 sec,4212.714863
5.469e+05 sec,4263.029016
5.472e+05 sec,4179.850246
5.475e+05 sec,4200.57411
5.478e+05 sec,4202.226482
5.481e+05 sec,4216.070465
5.484e+05 sec,4167.06194
5.487e+05 sec,4210.903409
5.49e+05 sec,4250.315893
